audit_id,table_name,row_pk,column_name,issue_type,old_value,new_value,action,reason,created_at
1973,clean.app_snapshot_clean,1998,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1974,clean.app_snapshot_clean,1999,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1975,clean.app_snapshot_clean,2002,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1976,clean.app_snapshot_clean,2006,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1977,clean.app_snapshot_clean,2007,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1978,clean.app_snapshot_clean,2009,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1979,clean.app_snapshot_clean,2015,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1980,clean.app_snapshot_clean,2016,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1981,clean.app_snapshot_clean,2017,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1982,clean.app_snapshot_clean,2021,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1983,clean.app_snapshot_clean,2043,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1984,clean.app_snapshot_clean,2055,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1985,clean.app_snapshot_clean,2057,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1986,clean.app_snapshot_clean,2063,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1987,clean.app_snapshot_clean,2064,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1988,clean.app_snapshot_clean,2070,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1989,clean.app_snapshot_clean,2083,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1990,clean.app_snapshot_clean,2087,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1991,clean.app_snapshot_clean,2097,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1992,clean.app_snapshot_clean,2100,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1993,clean.app_snapshot_clean,2101,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1994,clean.app_snapshot_clean,2121,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1995,clean.app_snapshot_clean,2130,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1996,clean.app_snapshot_clean,2152,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1997,clean.app_snapshot_clean,2158,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1998,clean.app_snapshot_clean,2172,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
1999,clean.app_snapshot_clean,2176,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2000,clean.app_snapshot_clean,2215,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2001,clean.app_snapshot_clean,2216,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2002,clean.app_snapshot_clean,2217,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2003,clean.app_snapshot_clean,2224,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2004,clean.app_snapshot_clean,2228,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2005,clean.app_snapshot_clean,2231,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2006,clean.app_snapshot_clean,2232,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2007,clean.app_snapshot_clean,2242,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2008,clean.app_snapshot_clean,2248,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2009,clean.app_snapshot_clean,2249,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2010,clean.app_snapshot_clean,2255,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2011,clean.app_snapshot_clean,2268,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2012,clean.app_snapshot_clean,2284,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2013,clean.app_snapshot_clean,2290,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2014,clean.app_snapshot_clean,2295,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2015,clean.app_snapshot_clean,2298,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2016,clean.app_snapshot_clean,2299,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2017,clean.app_snapshot_clean,2312,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2018,clean.app_snapshot_clean,2314,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2019,clean.app_snapshot_clean,2320,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2020,clean.app_snapshot_clean,2345,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2021,clean.app_snapshot_clean,2346,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2022,clean.app_snapshot_clean,2360,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2023,clean.app_snapshot_clean,2362,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2024,clean.app_snapshot_clean,2382,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2025,clean.app_snapshot_clean,2401,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2026,clean.app_snapshot_clean,2406,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2027,clean.app_snapshot_clean,2429,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2028,clean.app_snapshot_clean,2493,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2029,clean.app_snapshot_clean,2528,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2030,clean.app_snapshot_clean,2552,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2031,clean.app_snapshot_clean,2553,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2032,clean.app_snapshot_clean,2554,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2033,clean.app_snapshot_clean,2556,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2034,clean.app_snapshot_clean,2558,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2035,clean.app_snapshot_clean,2560,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2036,clean.app_snapshot_clean,2561,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2037,clean.app_snapshot_clean,2562,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2038,clean.app_snapshot_clean,2566,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2039,clean.app_snapshot_clean,2573,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2040,clean.app_snapshot_clean,2580,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2041,clean.app_snapshot_clean,2582,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2042,clean.app_snapshot_clean,2587,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2043,clean.app_snapshot_clean,2589,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2044,clean.app_snapshot_clean,2590,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2045,clean.app_snapshot_clean,2592,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2046,clean.app_snapshot_clean,2594,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2047,clean.app_snapshot_clean,2595,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2048,clean.app_snapshot_clean,2596,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2049,clean.app_snapshot_clean,2597,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2050,clean.app_snapshot_clean,2600,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2051,clean.app_snapshot_clean,2602,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2052,clean.app_snapshot_clean,2604,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2053,clean.app_snapshot_clean,2605,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2054,clean.app_snapshot_clean,2606,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2055,clean.app_snapshot_clean,2607,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2056,clean.app_snapshot_clean,2609,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2057,clean.app_snapshot_clean,2611,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2058,clean.app_snapshot_clean,2612,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2059,clean.app_snapshot_clean,2613,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2060,clean.app_snapshot_clean,2614,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2061,clean.app_snapshot_clean,2618,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2062,clean.app_snapshot_clean,2619,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2063,clean.app_snapshot_clean,2620,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2064,clean.app_snapshot_clean,2622,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2065,clean.app_snapshot_clean,2624,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2066,clean.app_snapshot_clean,2628,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2067,clean.app_snapshot_clean,2629,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2068,clean.app_snapshot_clean,2630,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2069,clean.app_snapshot_clean,2631,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2070,clean.app_snapshot_clean,2632,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2071,clean.app_snapshot_clean,2633,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2072,clean.app_snapshot_clean,2635,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2073,clean.app_snapshot_clean,2637,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2074,clean.app_snapshot_clean,2643,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2075,clean.app_snapshot_clean,2644,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2076,clean.app_snapshot_clean,2646,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2077,clean.app_snapshot_clean,2647,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2078,clean.app_snapshot_clean,2650,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2079,clean.app_snapshot_clean,2652,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2080,clean.app_snapshot_clean,2654,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2081,clean.app_snapshot_clean,2655,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2082,clean.app_snapshot_clean,2658,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2083,clean.app_snapshot_clean,2659,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2084,clean.app_snapshot_clean,2664,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2085,clean.app_snapshot_clean,2668,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2086,clean.app_snapshot_clean,2669,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2087,clean.app_snapshot_clean,2670,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2088,clean.app_snapshot_clean,2673,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2089,clean.app_snapshot_clean,2676,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2090,clean.app_snapshot_clean,2682,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
2091,clean.app_snapshot_clean,2686,size_bytes,size_varies_with_device,Varies with device,null,PRESERVE_AND_FLAG,"Application size is missing or reported as ""Varies with device"". It is preserved as NULL and flagged instead of being imputed.",2026-05-09 20:12:46.050314+00
